Best for data1.txt H=4: error=9, iterations=17192
Iteration 9000: loss 0.28483 errors 8
Iteration 10000: loss 0.26541 errors 7
Iteration 11000: loss 0.24652 errors 5
Iteration 12000: loss 0.22331 errors 4
Iteration 13000: loss 0.20182 errors 2
Iteration 14000: loss 0.18310 errors 0
Iteration 15000: loss 0.16682 errors 0
Iteration 16000: loss 0.15425 errors 0
Iteration 17000: loss 0.14465 errors 0
Iteration 18000: loss 0.13632 errors 0
Iteration 19000: loss 0.12873 errors 0
Iteration 20000: loss 0.12181 errors 0
Iteration 1000: loss 0.53075 errors 18
Iteration 2000: loss 0.43745 errors 5
Iteration 3000: loss 0.36503 errors 3
Iteration 4000: loss 0.30849 errors 1
Iteration 5000: loss 0.26539 errors 1
Iteration 6000: loss 0.23265 errors 1
Iteration 7000: loss 0.20718 errors 1
Iteration 8000: loss 0.18677 errors 1
Iteration 9000: loss 0.17013 errors 0
Iteration 10000: loss 0.15648 errors 0
Iteration 11000: loss 0.14505 errors 0
Iteration 12000: loss 0.13527 errors 0
Iteration 13000: loss 0.12680 errors 0
Iteration 14000: loss 0.11939 errors 0
Iteration 15000: loss 0.11286 errors 0
Iteration 16000: loss 0.10711 errors 0
Iteration 17000: loss 0.10196 errors 0
Iteration 18000: loss 0.09735 errors 0
Iteration 19000: loss 0.09318 errors 0
Iteration 20000: loss 0.08938 errors 0
Iteration 1000: loss 0.64191 errors 20
Iteration 2000: loss 0.64041 errors 20
Iteration 3000: loss 0.63957 errors 20
Iteration 4000: loss 0.63902 errors 20
Iteration 5000: loss 0.63862 errors 20
Iteration 6000: loss 0.63832 errors 20
Iteration 7000: loss 0.63809 errors 20
Iteration 8000: loss 0.63790 errors 20
Iteration 9000: loss 0.63774 errors 20
Iteration 10000: loss 0.63761 errors 20
Iteration 11000: loss 0.63750 errors 20
Iteration 12000: loss 0.63741 errors 20
Iteration 1000: loss 0.54372 errors 20
Iteration 2000: loss 0.52213 errors 20
Iteration 3000: loss 0.50452 errors 20
Iteration 4000: loss 0.48252 errors 22
Iteration 5000: loss 0.44233 errors 18
Iteration 6000: loss 0.40221 errors 13
Iteration 7000: loss 0.38437 errors 10
Iteration 8000: loss 0.36606 errors 10
Iteration 9000: loss 0.34440 errors 9
Iteration 10000: loss 0.32497 errors 6
Iteration 11000: loss 0.30720 errors 6
Iteration 12000: loss 0.29001 errors 6
Iteration 13000: loss 0.27301 errors 5
Iteration 14000: loss 0.25658 errors 4
Iteration 15000: loss 0.24071 errors 3
Iteration 16000: loss 0.22543 errors 3
Iteration 17000: loss 0.21085 errors 2
Iteration 18000: loss 0.19706 errors 2
Iteration 19000: loss 0.18403 errors 1
Iteration 20000: loss 0.17181 errors 1
Best for data5.txt H=4: error=0, iterations=13359
Iteration 1000: loss 0.44398 errors 12
Iteration 2000: loss 0.40120 errors 12
Iteration 3000: loss 0.37272 errors 13
Iteration 4000: loss 0.34914 errors 12
Iteration 5000: loss 0.32923 errors 11
Iteration 6000: loss 0.31230 errors 11
Iteration 7000: loss 0.29732 errors 10
Iteration 8000: loss 0.28369 errors 10
Iteration 9000: loss 0.27108 errors 10
Iteration 10000: loss 0.25925 errors 7
Iteration 11000: loss 0.24808 errors 6
Iteration 12000: loss 0.23747 errors 6
Iteration 13000: loss 0.22732 errors 6
Iteration 14000: loss 0.21760 errors 5
Iteration 15000: loss 0.20829 errors 5
Iteration 16000: loss 0.19938 errors 5
Iteration 17000: loss 0.19087 errors 0
Iteration 18000: loss 0.18275 errors 0
Iteration 19000: loss 0.17503 errors 0
Iteration 20000: loss 0.16771 errors 0
Iteration 1000: loss 0.39834 errors 12
Iteration 2000: loss 0.33996 errors 8
Iteration 3000: loss 0.28948 errors 6
Iteration 4000: loss 0.24628 errors 5
Iteration 5000: loss 0.21171 errors 3
Iteration 6000: loss 0.17885 errors 1
Iteration 7000: loss 0.15179 errors 1
Iteration 8000: loss 0.13119 errors 0
Iteration 9000: loss 0.11552 errors 0
Iteration 10000: loss 0.10310 errors 0
Iteration 11000: loss 0.09272 errors 0
Iteration 12000: loss 0.08355 errors 0
Iteration 13000: loss 0.07630 errors 0
Iteration 14000: loss 0.07019 errors 0
Iteration 15000: loss 0.06498 errors 0
Iteration 16000: loss 0.06049 errors 0
Iteration 17000: loss 0.05658 errors 0
Iteration 18000: loss 0.05318 errors 0
Iteration 19000: loss 0.05019 errors 0
Iteration 20000: loss 0.04752 errors 0
Iteration 1000: loss 0.46773 errors 12
Iteration 2000: loss 0.40269 errors 12
Iteration 3000: loss 0.34674 errors 8
Iteration 4000: loss 0.29917 errors 6
Iteration 5000: loss 0.26045 errors 4
Iteration 6000: loss 0.23004 errors 3
Iteration 7000: loss 0.20284 errors 3
Iteration 8000: loss 0.18116 errors 3
Iteration 9000: loss 0.16404 errors 3
Iteration 10000: loss 0.14988 errors 2
Iteration 11000: loss 0.13784 errors 2
Iteration 12000: loss 0.12747 errors 2
Iteration 13000: loss 0.11847 errors 2
Iteration 14000: loss 0.11061 errors 2
Iteration 15000: loss 0.10368 errors 1
Iteration 16000: loss 0.09754 errors 1
Iteration 17000: loss 0.09205 errors 1
Iteration 18000: loss 0.08712 errors 1
Iteration 19000: loss 0.08268 errors 1
Iteration 20000: loss 0.07796 errors 0
Iteration 1000: loss 0.63987 errors 20
Iteration 2000: loss 0.63858 errors 20
Iteration 3000: loss 0.63791 errors 20
Iteration 4000: loss 0.63750 errors 20
Iteration 5000: loss 0.63724 errors 20
Iteration 6000: loss 0.63706 errors 20
Iteration 7000: loss 0.63693 errors 20
Iteration 8000: loss 0.63683 errors 20
Iteration 1000: loss 0.49524 errors 13
Iteration 2000: loss 0.44659 errors 13
Iteration 3000: loss 0.41154 errors 12
Iteration 4000: loss 0.37773 errors 11
Iteration 5000: loss 0.34019 errors 8
Iteration 6000: loss 0.30422 errors 5
Iteration 7000: loss 0.26382 errors 4
Iteration 8000: loss 0.22793 errors 2
Iteration 9000: loss 0.19720 errors 1
Iteration 10000: loss 0.17150 errors 0
Iteration 11000: loss 0.15039 errors 0
Iteration 12000: loss 0.13307 errors 0
Iteration 13000: loss 0.11872 errors 0
Iteration 14000: loss 0.10674 errors 0
Iteration 15000: loss 0.09669 errors 0
Iteration 16000: loss 0.08818 errors 0
Iteration 17000: loss 0.08093 errors 0
Iteration 18000: loss 0.07471 errors 0
Iteration 19000: loss 0.06936 errors 0
Iteration 20000: loss 0.06470 errors 0
Best for data5.txt H=8: error=0, iterations=16463
Iteration 1000: loss 0.45642 errors 156
Iteration 2000: loss 0.44289 errors 148
Iteration 3000: loss 0.43806 errors 144
Iteration 4000: loss 0.43571 errors 143
Iteration 5000: loss 0.43444 errors 141
Iteration 6000: loss 0.43367 errors 143
Iteration 7000: loss 0.43317 errors 144
Iteration 8000: loss 0.43282 errors 144
Iteration 9000: loss 0.43258 errors 144
Iteration 10000: loss 0.43240 errors 144
Iteration 11000: loss 0.43226 errors 144
Iteration 12000: loss 0.43215 errors 145
Iteration 13000: loss 0.43207 errors 146
Iteration 1000: loss 0.43679 errors 173
Iteration 2000: loss 0.42974 errors 168
Iteration 3000: loss 0.42701 errors 162
Iteration 4000: loss 0.42548 errors 161
Iteration 5000: loss 0.42397 errors 156
Iteration 6000: loss 0.42306 errors 156
Iteration 7000: loss 0.42241 errors 154
Iteration 8000: loss 0.42186 errors 153
Iteration 9000: loss 0.42142 errors 153
Iteration 10000: loss 0.42106 errors 152
Iteration 11000: loss 0.42078 errors 153
Iteration 12000: loss 0.42053 errors 152
Iteration 13000: loss 0.42030 errors 152
Iteration 14000: loss 0.42011 errors 152
Iteration 15000: loss 0.41994 errors 152
Iteration 16000: loss 0.41978 errors 152
Iteration 17000: loss 0.41963 errors 152
Iteration 18000: loss 0.41950 errors 151
Iteration 19000: loss 0.41938 errors 150
Iteration 20000: loss 0.41927 errors 149
Iteration 1000: loss 0.65570 errors 269
Iteration 2000: loss 0.56871 errors 235
Iteration 3000: loss 0.54859 errors 227
Iteration 4000: loss 0.53823 errors 225
Iteration 5000: loss 0.52792 errors 224
Iteration 6000: loss 0.51862 errors 222
Iteration 7000: loss 0.50925 errors 219
Iteration 8000: loss 0.49903 errors 204
Iteration 9000: loss 0.48968 errors 195
Iteration 10000: loss 0.48039 errors 178
Iteration 11000: loss 0.47221 errors 172
Iteration 12000: loss 0.46528 errors 166
Iteration 13000: loss 0.45945 errors 158
Iteration 14000: loss 0.45475 errors 160
Iteration 15000: loss 0.45084 errors 156
Iteration 16000: loss 0.44756 errors 154
Iteration 17000: loss 0.44481 errors 152
Iteration 18000: loss 0.44248 errors 152
Iteration 19000: loss 0.44050 errors 151
Iteration 20000: loss 0.43879 errors 148
Iteration 1000: loss 0.45875 errors 160
Iteration 2000: loss 0.44398 errors 149
Iteration 3000: loss 0.43866 errors 146
Iteration 4000: loss 0.43611 errors 143
Iteration 5000: loss 0.43468 errors 142
Iteration 6000: loss 0.43382 errors 141
Iteration 7000: loss 0.43326 errors 143
Iteration 8000: loss 0.43288 errors 144
Iteration 9000: loss 0.43262 errors 144
Iteration 10000: loss 0.43242 errors 144
Iteration 11000: loss 0.43226 errors 144
Iteration 12000: loss 0.43214 errors 144
Iteration 13000: loss 0.43204 errors 144
Iteration 14000: loss 0.43196 errors 144
Iteration 1000: loss 0.43454 errors 167
Iteration 2000: loss 0.42751 errors 152
Iteration 3000: loss 0.42596 errors 149
Iteration 4000: loss 0.42548 errors 147
Iteration 5000: loss 0.42531 errors 144
Iteration 6000: loss 0.42523 errors 144
Iteration 1000: loss 0.43185 errors 153
Iteration 2000: loss 0.42355 errors 154
Iteration 3000: loss 0.42023 errors 152
Iteration 4000: loss 0.41831 errors 152
Iteration 5000: loss 0.41729 errors 151
Iteration 6000: loss 0.41657 errors 149
Iteration 7000: loss 0.41605 errors 149
Iteration 8000: loss 0.41566 errors 149
Iteration 9000: loss 0.41534 errors 150
Iteration 10000: loss 0.41483 errors 149
Iteration 11000: loss 0.41446 errors 149
Iteration 12000: loss 0.41425 errors 149
Iteration 13000: loss 0.41409 errors 149
Iteration 14000: loss 0.41396 errors 148
Iteration 15000: loss 0.41382 errors 147
Iteration 16000: loss 0.41370 errors 147
Iteration 17000: loss 0.41356 errors 148
Iteration 18000: loss 0.41345 errors 147
Iteration 19000: loss 0.41334 errors 146
Iteration 20000: loss 0.41323 errors 146
Iteration 1000: loss 0.44537 errors 174
Iteration 2000: loss 0.43504 errors 156
Iteration 3000: loss 0.43119 errors 153
Iteration 4000: loss 0.42934 errors 151
Iteration 5000: loss 0.42818 errors 148
Iteration 6000: loss 0.42737 errors 150
Iteration 7000: loss 0.42665 errors 146
Iteration 8000: loss 0.42580 errors 148
Iteration 9000: loss 0.42519 errors 149
Iteration 10000: loss 0.42475 errors 148
Iteration 11000: loss 0.42438 errors 146
Iteration 12000: loss 0.42405 errors 144
Iteration 13000: loss 0.42374 errors 144
Iteration 14000: loss 0.42345 errors 144
Iteration 15000: loss 0.42317 errors 143
Iteration 16000: loss 0.42290 errors 143
Iteration 17000: loss 0.42264 errors 142
Iteration 18000: loss 0.42239 errors 142
Iteration 19000: loss 0.42215 errors 142
Iteration 20000: loss 0.42193 errors 142
Iteration 1000: loss 0.48979 errors 162
Iteration 2000: loss 0.45837 errors 144
Iteration 3000: loss 0.43952 errors 137
Iteration 4000: loss 0.42673 errors 132
Iteration 5000: loss 0.41771 errors 128
Iteration 6000: loss 0.41119 errors 125
Iteration 7000: loss 0.40634 errors 126
Iteration 8000: loss 0.40234 errors 126
Iteration 9000: loss 0.39911 errors 126
Iteration 10000: loss 0.39643 errors 126
Iteration 11000: loss 0.39423 errors 126
Iteration 12000: loss 0.39243 errors 126
Iteration 13000: loss 0.39067 errors 128
Iteration 14000: loss 0.38918 errors 128
Iteration 15000: loss 0.38793 errors 128
Iteration 16000: loss 0.38675 errors 129
Iteration 17000: loss 0.38564 errors 129
Iteration 18000: loss 0.38461 errors 129
Iteration 19000: loss 0.38375 errors 129
Iteration 20000: loss 0.38298 errors 129
Iteration 1000: loss 0.45755 errors 156
Iteration 2000: loss 0.44167 errors 152
Iteration 3000: loss 0.43502 errors 148
Iteration 4000: loss 0.43167 errors 144
Iteration 5000: loss 0.42963 errors 142
Iteration 6000: loss 0.42838 errors 140
Iteration 7000: loss 0.42752 errors 140
Iteration 8000: loss 0.42689 errors 139
Iteration 9000: loss 0.42643 errors 137
Iteration 10000: loss 0.42606 errors 135
Iteration 11000: loss 0.42576 errors 134
Iteration 12000: loss 0.42548 errors 134
Iteration 13000: loss 0.42522 errors 134
Iteration 14000: loss 0.42501 errors 134
Iteration 15000: loss 0.42478 errors 134
Iteration 16000: loss 0.42458 errors 133
Iteration 17000: loss 0.42439 errors 133
Iteration 18000: loss 0.42422 errors 133
Iteration 19000: loss 0.42407 errors 133
Iteration 20000: loss 0.42391 errors 133
Iteration 1000: loss 0.42759 errors 157
Iteration 2000: loss 0.42395 errors 149
Iteration 3000: loss 0.42312 errors 146
Iteration 4000: loss 0.42271 errors 142
Iteration 5000: loss 0.42240 errors 141
Iteration 6000: loss 0.42211 errors 140
Iteration 7000: loss 0.42183 errors 140
Iteration 8000: loss 0.42154 errors 139
Iteration 9000: loss 0.42125 errors 139
Iteration 10000: loss 0.42096 errors 139
Iteration 11000: loss 0.42065 errors 139
Iteration 12000: loss 0.42035 errors 139
Iteration 13000: loss 0.42003 errors 139
Iteration 14000: loss 0.41971 errors 139
Iteration 15000: loss 0.41937 errors 139
Iteration 16000: loss 0.41903 errors 141
Iteration 17000: loss 0.41869 errors 140
Iteration 18000: loss 0.41833 errors 140
Iteration 19000: loss 0.41796 errors 140
Iteration 20000: loss 0.41759 errors 141
Best for noisy data H=4: error=125, iterations=5897
Iteration 1000: loss 0.41482 errors 140
Iteration 2000: loss 0.41085 errors 137
Iteration 3000: loss 0.40782 errors 135
Iteration 4000: loss 0.40518 errors 136
Iteration 5000: loss 0.40275 errors 137
Iteration 6000: loss 0.40050 errors 136
Iteration 7000: loss 0.39845 errors 135
Iteration 8000: loss 0.39653 errors 135
Iteration 9000: loss 0.39470 errors 135
Iteration 10000: loss 0.39299 errors 134
Iteration 11000: loss 0.39137 errors 132
Iteration 12000: loss 0.38984 errors 132
Iteration 13000: loss 0.38839 errors 131
Iteration 14000: loss 0.38701 errors 129
Iteration 15000: loss 0.38570 errors 128
Iteration 16000: loss 0.38445 errors 127
Iteration 17000: loss 0.38328 errors 125
Iteration 18000: loss 0.38217 errors 126
Iteration 19000: loss 0.38113 errors 126
Iteration 20000: loss 0.38014 errors 126
Iteration 1000: loss 0.43728 errors 181
Iteration 2000: loss 0.42373 errors 154
Iteration 3000: loss 0.41709 errors 146
Iteration 4000: loss 0.41296 errors 140
Iteration 5000: loss 0.40998 errors 136
Iteration 6000: loss 0.40767 errors 132
Iteration 7000: loss 0.40549 errors 128
Iteration 8000: loss 0.40386 errors 128
Iteration 9000: loss 0.40254 errors 127
Iteration 10000: loss 0.40141 errors 127
Iteration 11000: loss 0.40026 errors 126
Iteration 12000: loss 0.39928 errors 126
Iteration 13000: loss 0.39830 errors 127
Iteration 14000: loss 0.39727 errors 128
Iteration 15000: loss 0.39631 errors 128
Iteration 16000: loss 0.39540 errors 129
Iteration 17000: loss 0.39448 errors 128
Iteration 18000: loss 0.39359 errors 127
Iteration 19000: loss 0.39271 errors 126
Iteration 20000: loss 0.39184 errors 126
Iteration 1000: loss 0.43004 errors 162
Iteration 2000: loss 0.42554 errors 152
Iteration 3000: loss 0.42346 errors 147
Iteration 4000: loss 0.42263 errors 146
Iteration 5000: loss 0.42204 errors 145
Iteration 6000: loss 0.42147 errors 144
Iteration 7000: loss 0.42091 errors 143
Iteration 8000: loss 0.42034 errors 143
Iteration 9000: loss 0.41974 errors 143
Iteration 10000: loss 0.41912 errors 142
Iteration 11000: loss 0.41846 errors 142
Iteration 12000: loss 0.41779 errors 142
Iteration 13000: loss 0.41709 errors 142
Iteration 14000: loss 0.41636 errors 141
Iteration 15000: loss 0.41561 errors 141
Iteration 16000: loss 0.41483 errors 141
Iteration 17000: loss 0.41402 errors 142
Iteration 18000: loss 0.41320 errors 141
Iteration 19000: loss 0.41234 errors 140
Iteration 20000: loss 0.41146 errors 139
Iteration 1000: loss 0.45416 errors 157
Iteration 2000: loss 0.44139 errors 151
Iteration 3000: loss 0.43662 errors 144
Iteration 4000: loss 0.43421 errors 143
Iteration 5000: loss 0.43271 errors 142
Iteration 6000: loss 0.43173 errors 140
Iteration 7000: loss 0.43104 errors 140
Iteration 8000: loss 0.43055 errors 141
Iteration 9000: loss 0.43017 errors 140
Iteration 10000: loss 0.42985 errors 141
Iteration 11000: loss 0.42957 errors 142
Iteration 12000: loss 0.42933 errors 142
Iteration 13000: loss 0.42909 errors 141
Iteration 14000: loss 0.42887 errors 141
Iteration 15000: loss 0.42866 errors 141
Iteration 16000: loss 0.42846 errors 141
Iteration 17000: loss 0.42826 errors 141
Iteration 18000: loss 0.42807 errors 141
Iteration 19000: loss 0.42786 errors 140
Iteration 20000: loss 0.42762 errors 141
Iteration 1000: loss 0.43403 errors 167
Iteration 2000: loss 0.42817 errors 153
Iteration 3000: loss 0.42649 errors 149
Iteration 4000: loss 0.42594 errors 148
Iteration 5000: loss 0.42571 errors 148
Iteration 6000: loss 0.42558 errors 148
Iteration 7000: loss 0.42548 errors 146
Iteration 1000: loss 0.43120 errors 167
Iteration 2000: loss 0.42485 errors 157
Iteration 3000: loss 0.42178 errors 154
Iteration 4000: loss 0.41990 errors 151
Iteration 5000: loss 0.41851 errors 152
Iteration 6000: loss 0.41732 errors 153
Iteration 7000: loss 0.41627 errors 152
Iteration 8000: loss 0.41544 errors 154
Iteration 9000: loss 0.41459 errors 153
Iteration 10000: loss 0.41376 errors 153
Iteration 11000: loss 0.41297 errors 152
Iteration 12000: loss 0.41226 errors 152
Iteration 13000: loss 0.41158 errors 151
Iteration 14000: loss 0.41083 errors 150
Iteration 15000: loss 0.41013 errors 149
Iteration 16000: loss 0.40941 errors 150
Iteration 17000: loss 0.40874 errors 151
Iteration 18000: loss 0.40808 errors 151
Iteration 19000: loss 0.40744 errors 151
Iteration 20000: loss 0.40676 errors 150
Iteration 1000: loss 0.42816 errors 165
Iteration 2000: loss 0.42256 errors 147
Iteration 3000: loss 0.42096 errors 147
Iteration 4000: loss 0.41981 errors 143
Iteration 5000: loss 0.41891 errors 145
Iteration 6000: loss 0.41832 errors 143
Iteration 7000: loss 0.41778 errors 143
Iteration 8000: loss 0.41726 errors 142
Iteration 9000: loss 0.41673 errors 141
Iteration 10000: loss 0.41612 errors 141
Iteration 11000: loss 0.41557 errors 141
Iteration 12000: loss 0.41494 errors 141
Iteration 13000: loss 0.41426 errors 140
Iteration 14000: loss 0.41352 errors 139
Iteration 15000: loss 0.41273 errors 140
Iteration 16000: loss 0.41187 errors 139
Iteration 17000: loss 0.41098 errors 138
Iteration 18000: loss 0.41020 errors 138
Iteration 19000: loss 0.40946 errors 139
Iteration 20000: loss 0.40873 errors 139
Iteration 1000: loss 0.42926 errors 157
Iteration 2000: loss 0.42368 errors 152
Iteration 3000: loss 0.42123 errors 150
Iteration 4000: loss 0.41968 errors 149
Iteration 5000: loss 0.41850 errors 144
Iteration 6000: loss 0.41733 errors 139
Iteration 7000: loss 0.41614 errors 138
Iteration 8000: loss 0.41494 errors 137
Iteration 9000: loss 0.41369 errors 137
Iteration 10000: loss 0.41255 errors 135
Iteration 11000: loss 0.41150 errors 135
Iteration 12000: loss 0.41046 errors 134
Iteration 13000: loss 0.40941 errors 134
Iteration 14000: loss 0.40832 errors 133
Iteration 15000: loss 0.40720 errors 132
Iteration 16000: loss 0.40603 errors 132
Iteration 17000: loss 0.40484 errors 132
Iteration 18000: loss 0.40365 errors 132
Iteration 19000: loss 0.40250 errors 133
Iteration 20000: loss 0.40137 errors 133
Iteration 1000: loss 0.42959 errors 169
Iteration 2000: loss 0.41880 errors 153
Iteration 3000: loss 0.41463 errors 151
Iteration 4000: loss 0.41225 errors 152
Iteration 5000: loss 0.41057 errors 149
Iteration 6000: loss 0.40926 errors 148
Iteration 7000: loss 0.40813 errors 147
Iteration 8000: loss 0.40712 errors 146
Iteration 9000: loss 0.40617 errors 146
Iteration 10000: loss 0.40525 errors 146
Iteration 11000: loss 0.40435 errors 143
Iteration 12000: loss 0.40345 errors 143
Iteration 13000: loss 0.40256 errors 141
Iteration 14000: loss 0.40167 errors 141
Iteration 15000: loss 0.40076 errors 141
Iteration 16000: loss 0.39983 errors 141
Iteration 17000: loss 0.39890 errors 141
Iteration 18000: loss 0.39791 errors 141
Iteration 19000: loss 0.39697 errors 141
Iteration 20000: loss 0.39604 errors 141
Iteration 1000: loss 0.43083 errors 164
Iteration 2000: loss 0.42359 errors 150
Iteration 3000: loss 0.42209 errors 146
Iteration 4000: loss 0.42096 errors 144
Iteration 5000: loss 0.42039 errors 147
Iteration 6000: loss 0.42001 errors 148
Iteration 7000: loss 0.41964 errors 148
Iteration 8000: loss 0.41891 errors 147
Iteration 9000: loss 0.41857 errors 147
Iteration 10000: loss 0.41829 errors 148
Iteration 11000: loss 0.41802 errors 148
Iteration 12000: loss 0.41777 errors 150
Iteration 13000: loss 0.41752 errors 151
Iteration 14000: loss 0.41728 errors 151
Iteration 15000: loss 0.41704 errors 152
Iteration 16000: loss 0.41679 errors 152
Iteration 17000: loss 0.41651 errors 152
Iteration 18000: loss 0.41617 errors 152
Iteration 19000: loss 0.41560 errors 152
Iteration 20000: loss 0.41501 errors 150
Best for noisy data H=8: error=125, iterations=16601

Summary Table (for LaTeX):
data	H value	iterations	error rate
data1.txt	4	17192	9
data1.txt	8	14368	0
data2.txt	4	1980	0
data2.txt	8	581	0
data3.txt	4	16277	7
data3.txt	8	1905	8
data4.txt	4	605	0
data4.txt	8	92	0
data5.txt	4	13359	0
data5.txt	8	16463	0
noisy	4	5897	125
noisy	8	16601	125

Plots saved in 'plots/' directory.
